Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings_Per_Week,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP00584,26,Female,Designer,IT,34,Onsite,21,13,5,Low,Anxiety,Yes,No Change,1,Unsatisfied,5,,Good,Oceania
EMP00585,22,Non-binary,Designer,IT,24,Hybrid,50,12,4,Medium,Burnout,No,Decrease,3,Unsatisfied,1,Daily,Average,Asia
EMP00586,35,Prefer not to say,Software Engineer,Retail,24,Hybrid,60,5,4,Low,Anxiety,No,Increase,2,Satisfied,3,Weekly,Poor,North America
EMP00587,26,Male,Project Manager,Healthcare,8,Remote,44,5,5,High,Depression,No,No Change,1,Neutral,5,Weekly,Average,Asia
EMP00588,59,Male,HR,IT,35,Onsite,60,1,5,Medium,Depression,Yes,Increase,1,Satisfied,2,Daily,Poor,North America
EMP00589,29,Male,Sales,Consulting,27,Onsite,51,13,1,High,Burnout,Yes,Increase,5,Unsatisfied,3,,Poor,North America
EMP00590,34,Non-binary,HR,Retail,13,Onsite,33,15,1,Medium,Anxiety,Yes,No Change,5,Neutral,2,Weekly,Average,North America
EMP00591,49,Prefer not to say,HR,Consulting,29,Onsite,53,11,1,High,,No,Decrease,3,Unsatisfied,5,Daily,Average,Africa
EMP00592,53,Female,HR,IT,12,Hybrid,26,6,4,Low,Depression,Yes,Decrease,2,Unsatisfied,5,Daily,Good,Asia
EMP00593,53,Prefer not to say,Software Engineer,Healthcare,26,Hybrid,41,14,2,Medium,Depression,No,No Change,5,Unsatisfied,2,,Average,Asia
EMP00594,28,Non-binary,Software Engineer,Retail,34,Remote,37,9,1,Medium,,No,No Change,4,Satisfied,3,Weekly,Poor,North America
EMP00595,44,Prefer not to say,HR,Retail,35,Hybrid,28,1,1,Low,Burnout,Yes,No Change,4,Neutral,3,Daily,Good,South America
EMP00596,43,Prefer not to say,Project Manager,IT,26,Hybrid,30,9,1,Low,Burnout,Yes,Decrease,3,Unsatisfied,2,Daily,Poor,North America
EMP00597,53,Male,Data Scientist,Manufacturing,34,Remote,57,12,3,Low,,Yes,Decrease,2,Satisfied,2,,Average,Europe
EMP00598,42,Female,Data Scientist,Education,17,Hybrid,40,9,3,Low,Anxiety,No,No Change,3,Satisfied,1,Daily,Average,Europe
EMP00599,55,Non-binary,Project Manager,Retail,2,Onsite,31,13,1,Low,Depression,No,Decrease,2,Neutral,4,Daily,Poor,Oceania
EMP00600,36,Female,Software Engineer,Education,27,Hybrid,48,1,3,Medium,Burnout,Yes,Increase,4,Neutral,5,Daily,Average,Africa
EMP00601,32,Male,Project Manager,IT,9,Hybrid,41,4,1,Medium,Anxiety,No,No Change,5,Neutral,3,Weekly,Average,South America
EMP00602,41,Non-binary,Sales,Retail,20,Hybrid,59,7,3,Medium,Depression,Yes,Decrease,3,Neutral,2,,Good,North America
EMP00603,45,Prefer not to say,Marketing,Consulting,12,Remote,51,2,1,Medium,Depression,No,Increase,3,Neutral,3,Weekly,Poor,Asia
EMP00604,52,Male,Project Manager,Healthcare,23,Onsite,32,13,4,Low,Depression,No,No Change,3,Neutral,2,Weekly,Poor,South America
EMP00605,47,Female,Marketing,Healthcare,23,Onsite,24,4,5,Medium,Depression,Yes,Decrease,5,Unsatisfied,1,Daily,Poor,Asia
EMP00606,47,Non-binary,Designer,Consulting,15,Remote,51,12,3,Low,Burnout,No,No Change,3,Satisfied,1,,Average,North America
EMP00607,39,Prefer not to say,Software Engineer,Retail,9,Remote,37,11,2,Low,Depression,Yes,Decrease,1,Satisfied,4,,Good,Africa
EMP00608,59,Female,Project Manager,Consulting,4,Remote,35,0,2,High,Anxiety,No,No Change,2,Neutral,1,,Good,Oceania
EMP00609,32,Prefer not to say,HR,Education,1,Onsite,54,0,2,Low,,No,Decrease,3,Neutral,3,,Average,North America
EMP00610,46,Prefer not to say,Data Scientist,Retail,13,Remote,55,1,3,Medium,Burnout,No,Decrease,4,Unsatisfied,2,Weekly,Poor,Asia
EMP00611,59,Non-binary,Designer,Education,13,Onsite,28,4,5,Low,Depression,Yes,Decrease,2,Unsatisfied,3,Daily,Poor,Europe
EMP00612,56,Non-binary,HR,Manufacturing,20,Remote,25,7,4,High,Depression,No,No Change,4,Satisfied,5,Daily,Good,Europe
EMP00613,33,Prefer not to say,Marketing,Consulting,12,Hybrid,33,15,5,Medium,Burnout,No,Decrease,2,Unsatisfied,3,,Poor,Asia
EMP00614,32,Non-binary,Project Manager,Manufacturing,19,Hybrid,23,3,4,Medium,,Yes,Decrease,3,Satisfied,3,Weekly,Poor,Africa
EMP00615,54,Male,Designer,Manufacturing,19,Onsite,46,7,3,Low,,Yes,Decrease,5,Neutral,5,,Average,North America
EMP00616,57,Prefer not to say,Sales,Education,7,Hybrid,49,13,2,Low,Anxiety,Yes,Increase,2,Satisfied,3,Weekly,Poor,Africa
EMP00617,53,Prefer not to say,Designer,Retail,13,Remote,58,1,5,Low,Burnout,Yes,Increase,3,Satisfied,5,,Good,Europe
EMP00618,24,Female,Designer,Healthcare,16,Onsite,26,10,4,Low,Anxiety,No,Increase,3,Neutral,3,,Good,South America
EMP00619,56,Non-binary,Project Manager,Manufacturing,35,Remote,23,14,5,High,Burnout,Yes,Increase,5,Neutral,5,Weekly,Average,Asia
EMP00620,38,Prefer not to say,Data Scientist,Retail,28,Remote,55,5,2,Low,,Yes,Decrease,1,Neutral,4,,Poor,Asia
EMP00621,35,Female,Marketing,Education,32,Remote,55,3,1,Medium,Depression,No,Increase,1,Unsatisfied,2,Weekly,Good,Asia
EMP00622,43,Male,HR,Manufacturing,13,Onsite,34,3,5,Low,Burnout,Yes,No Change,2,Unsatisfied,5,,Poor,Europe
EMP00623,57,Non-binary,Sales,Healthcare,15,Remote,54,9,3,Low,Anxiety,No,No Change,5,Unsatisfied,3,Weekly,Average,Oceania
EMP00624,35,Female,Project Manager,Manufacturing,8,Onsite,34,12,2,Medium,Anxiety,No,Decrease,5,Neutral,3,Weekly,Poor,North America
EMP00625,41,Prefer not to say,Project Manager,Finance,4,Remote,40,2,2,Medium,Depression,Yes,Increase,2,Neutral,4,Daily,Average,Asia
EMP00626,59,Non-binary,Data Scientist,Consulting,33,Hybrid,56,14,4,Medium,Depression,No,No Change,5,Neutral,2,,Average,North America
EMP00627,32,Prefer not to say,HR,Retail,22,Hybrid,21,8,1,Low,Depression,No,Increase,3,Satisfied,3,Weekly,Poor,Africa
EMP00628,24,Male,HR,Healthcare,24,Onsite,49,15,2,Low,Burnout,Yes,No Change,4,Satisfied,1,,Average,South America
EMP00629,58,Male,HR,Healthcare,4,Onsite,20,3,4,Medium,Depression,No,Decrease,3,Satisfied,5,,Poor,Africa
EMP00630,58,Prefer not to say,Marketing,Finance,24,Onsite,30,9,5,High,Anxiety,Yes,Decrease,3,Unsatisfied,5,,Poor,Africa
EMP00631,58,Prefer not to say,Marketing,Retail,25,Onsite,33,13,5,Low,Burnout,Yes,Increase,2,Satisfied,3,Daily,Good,Asia
EMP00632,29,Male,Sales,Finance,28,Remote,49,1,2,Low,Depression,Yes,Decrease,2,Unsatisfied,4,Weekly,Poor,Europe
EMP00633,45,Male,Designer,Healthcare,25,Onsite,41,10,2,Medium,Burnout,No,Decrease,5,Satisfied,4,,Average,Europe
EMP00634,56,Male,Sales,Education,14,Onsite,29,10,2,Medium,Anxiety,No,Increase,1,Unsatisfied,4,Weekly,Good,Oceania
EMP00635,38,Male,Data Scientist,Education,4,Hybrid,21,8,4,Medium,,Yes,Decrease,3,Unsatisfied,3,Daily,Good,Europe
EMP00636,44,Non-binary,Project Manager,IT,8,Hybrid,33,6,4,Medium,,No,Decrease,4,Neutral,1,Daily,Poor,South America
EMP00637,44,Non-binary,Designer,Healthcare,35,Onsite,49,13,1,Low,Anxiety,Yes,Decrease,5,Satisfied,4,Daily,Average,South America
EMP00638,52,Prefer not to say,Data Scientist,IT,34,Remote,36,14,1,Low,Anxiety,No,No Change,5,Neutral,5,Daily,Poor,Asia
EMP00639,40,Prefer not to say,Sales,Consulting,11,Remote,57,9,5,Medium,Depression,No,Increase,1,Neutral,4,,Average,South America
EMP00640,36,Female,Software Engineer,IT,9,Hybrid,59,15,2,Medium,,No,Decrease,5,Satisfied,5,,Good,Africa
EMP00641,57,Female,Data Scientist,Retail,16,Onsite,43,10,2,Low,Depression,Yes,Increase,1,Neutral,4,,Good,North America
EMP00642,27,Male,Software Engineer,Finance,5,Hybrid,28,5,3,High,Burnout,Yes,Decrease,4,Unsatisfied,5,,Poor,South America
EMP00643,49,Male,Data Scientist,Finance,35,Hybrid,25,0,3,Medium,Depression,No,Increase,3,Neutral,5,Weekly,Average,Europe
EMP00644,43,Non-binary,Project Manager,Education,15,Remote,56,12,3,Medium,Anxiety,Yes,Increase,1,Neutral,2,,Average,Europe
EMP00645,36,Prefer not to say,Designer,IT,35,Hybrid,25,11,1,Medium,Depression,Yes,No Change,3,Satisfied,4,Weekly,Poor,Asia
EMP00646,53,Male,Data Scientist,Education,10,Remote,47,4,2,Low,Burnout,Yes,Decrease,4,Satisfied,5,Daily,Average,Oceania
EMP00647,41,Female,Software Engineer,Healthcare,35,Remote,53,7,4,High,Burnout,No,Decrease,1,Neutral,2,Weekly,Average,Europe
EMP00648,43,Male,Designer,IT,8,Hybrid,38,10,4,Low,,No,Increase,2,Satisfied,4,Weekly,Good,Asia
EMP00649,35,Male,Sales,Consulting,15,Onsite,52,2,3,Low,Anxiety,Yes,Increase,4,Neutral,3,,Poor,Europe
EMP00650,48,Female,Marketing,Manufacturing,29,Remote,40,3,4,Low,Anxiety,No,Increase,2,Satisfied,5,Daily,Average,South America
EMP00651,51,Prefer not to say,Marketing,Manufacturing,14,Onsite,32,7,1,High,,No,Increase,5,Neutral,3,Weekly,Good,North America
EMP00652,50,Male,Sales,Finance,19,Hybrid,50,2,5,High,,No,Increase,5,Neutral,4,Daily,Average,South America
EMP00653,46,Non-binary,Marketing,Healthcare,17,Onsite,37,10,3,Medium,,Yes,Decrease,4,Satisfied,2,,Good,Oceania
EMP00654,39,Non-binary,Marketing,Retail,9,Onsite,36,7,5,Low,Depression,No,Decrease,2,Unsatisfied,1,,Average,South America
EMP00655,23,Female,Marketing,Consulting,31,Onsite,54,14,3,Low,Depression,Yes,Decrease,3,Satisfied,4,Daily,Average,Oceania
EMP00656,49,Prefer not to say,HR,Retail,32,Onsite,26,1,1,Medium,,Yes,No Change,3,Satisfied,4,,Good,South America
EMP00657,45,Prefer not to say,Data Scientist,Healthcare,6,Onsite,24,13,1,Low,Burnout,No,Decrease,4,Satisfied,4,Weekly,Poor,Oceania
EMP00658,32,Non-binary,Software Engineer,Finance,4,Onsite,36,5,4,Low,Burnout,Yes,Increase,4,Neutral,1,Daily,Average,Africa
EMP00659,33,Male,Data Scientist,Consulting,19,Onsite,53,10,3,High,Anxiety,No,Decrease,2,Neutral,3,Weekly,Poor,North America
EMP00660,48,Non-binary,HR,Finance,25,Onsite,28,5,1,Low,Anxiety,No,Increase,1,Unsatisfied,5,Weekly,Poor,Africa
EMP00661,36,Non-binary,Software Engineer,Consulting,29,Onsite,50,3,2,High,,Yes,Increase,5,Neutral,3,Weekly,Good,North America
EMP00662,36,Non-binary,Marketing,Healthcare,20,Hybrid,49,12,1,High,Anxiety,No,Decrease,3,Unsatisfied,4,Weekly,Good,North America
EMP00663,23,Prefer not to say,Designer,IT,35,Hybrid,35,13,4,Medium,Depression,Yes,No Change,4,Unsatisfied,1,Daily,Average,Oceania
EMP00664,35,Female,Sales,Retail,13,Hybrid,44,6,3,Medium,Depression,Yes,No Change,5,Satisfied,3,Daily,Poor,North America
EMP00665,49,Prefer not to say,Marketing,Retail,23,Onsite,42,3,3,Medium,,No,Increase,3,Satisfied,5,,Poor,Europe
EMP00666,51,Female,HR,Retail,21,Onsite,39,2,4,High,,No,No Change,5,Unsatisfied,5,,Good,Africa
EMP00667,33,Female,Data Scientist,Finance,30,Onsite,44,12,3,Medium,Anxiety,Yes,No Change,4,Unsatisfied,2,,Good,Europe
EMP00668,38,Non-binary,Project Manager,Retail,34,Remote,24,4,4,High,Anxiety,No,No Change,1,Unsatisfied,5,,Poor,North America
EMP00669,54,Female,Project Manager,IT,16,Hybrid,22,11,5,High,Anxiety,No,Decrease,1,Satisfied,1,,Poor,Africa
EMP00670,31,Non-binary,Marketing,Education,12,Onsite,32,0,4,High,Anxiety,No,No Change,2,Unsatisfied,5,,Poor,Oceania
EMP00671,34,Female,Marketing,Manufacturing,8,Remote,60,0,2,High,Anxiety,No,Decrease,3,Neutral,5,Weekly,Average,Asia
EMP00672,22,Female,Data Scientist,Education,15,Remote,41,3,5,Low,Burnout,No,Increase,4,Neutral,1,Daily,Average,Oceania
EMP00673,44,Male,Marketing,Finance,5,Remote,29,1,4,High,Burnout,No,Decrease,2,Neutral,4,Daily,Poor,Europe
EMP00674,42,Non-binary,Project Manager,Consulting,26,Onsite,24,14,4,Medium,Burnout,Yes,Decrease,5,Unsatisfied,5,Daily,Poor,North America
EMP00675,42,Prefer not to say,Data Scientist,Consulting,13,Onsite,32,11,1,High,Anxiety,No,Increase,1,Neutral,5,Daily,Poor,Africa
EMP00676,29,Non-binary,Marketing,Retail,27,Onsite,46,13,3,High,Anxiety,No,Decrease,2,Unsatisfied,2,,Poor,Oceania
EMP00677,55,Female,Designer,Finance,14,Onsite,29,2,3,High,Depression,No,Increase,4,Satisfied,1,Weekly,Average,Africa
EMP00678,36,Prefer not to say,Designer,Finance,35,Hybrid,58,13,5,High,,Yes,Increase,4,Unsatisfied,2,Daily,Average,South America
EMP00679,60,Male,HR,Consulting,8,Onsite,29,0,2,High,Depression,Yes,Decrease,2,Unsatisfied,4,Daily,Good,Europe
EMP00680,48,Non-binary,Marketing,Consulting,30,Hybrid,53,13,5,Medium,Burnout,No,Decrease,3,Satisfied,4,Weekly,Good,North America
EMP00681,39,Non-binary,Designer,IT,33,Hybrid,23,7,1,High,Anxiety,Yes,Increase,5,Unsatisfied,1,,Good,North America
EMP00682,50,Male,Data Scientist,Education,14,Hybrid,44,14,3,Low,Depression,No,No Change,1,Unsatisfied,4,Daily,Good,Oceania
EMP00683,50,Prefer not to say,Project Manager,Finance,9,Hybrid,58,13,4,High,Burnout,No,Decrease,5,Neutral,4,Daily,Good,North America
EMP00684,32,Male,Software Engineer,IT,11,Remote,41,15,1,Medium,Burnout,No,Increase,2,Neutral,1,Daily,Poor,North America
EMP00685,29,Prefer not to say,Data Scientist,IT,10,Hybrid,58,2,4,High,Anxiety,No,Increase,4,Satisfied,3,,Good,South America
EMP00686,29,Male,Sales,IT,6,Hybrid,43,11,1,Medium,Burnout,Yes,Decrease,3,Neutral,4,Daily,Good,Oceania
EMP00687,44,Prefer not to say,HR,Retail,11,Hybrid,32,6,5,High,,No,No Change,4,Satisfied,2,Daily,Good,North America
EMP00688,28,Prefer not to say,Project Manager,Healthcare,17,Hybrid,24,3,3,Low,Depression,Yes,Decrease,4,Satisfied,4,Daily,Average,South America
EMP00689,54,Male,HR,Education,19,Hybrid,36,11,5,Medium,Burnout,Yes,Decrease,3,Neutral,5,,Poor,Africa
EMP00690,49,Non-binary,Sales,Finance,8,Onsite,55,6,4,Low,,No,Decrease,5,Satisfied,4,Weekly,Average,North America
EMP00691,60,Non-binary,Project Manager,Education,2,Remote,29,8,4,Low,Burnout,No,No Change,1,Unsatisfied,2,,Average,Africa
EMP00692,34,Prefer not to say,HR,Consulting,31,Hybrid,33,7,2,Low,Depression,Yes,Increase,2,Satisfied,3,Weekly,Average,South America
EMP00693,41,Male,Software Engineer,Healthcare,15,Onsite,44,3,3,Low,Anxiety,Yes,No Change,4,Unsatisfied,2,,Good,Oceania
EMP00694,52,Female,HR,IT,21,Hybrid,49,3,5,Medium,Depression,Yes,No Change,1,Neutral,5,,Good,Oceania
EMP00695,22,Non-binary,Software Engineer,Healthcare,16,Onsite,29,12,5,High,Anxiety,Yes,Increase,1,Neutral,3,Weekly,Good,North America
EMP00696,42,Non-binary,Marketing,Finance,31,Onsite,54,13,1,Low,Depression,No,Decrease,3,Neutral,1,,Good,Europe
EMP00697,26,Non-binary,Sales,IT,5,Remote,54,8,5,Low,,Yes,Decrease,1,Neutral,4,,Average,Oceania
EMP00698,36,Female,HR,Finance,23,Hybrid,41,10,5,Low,,Yes,Increase,4,Unsatisfied,2,Weekly,Good,South America
EMP00699,54,Prefer not to say,Data Scientist,Education,27,Hybrid,34,9,1,High,Anxiety,Yes,No Change,4,Satisfied,2,Weekly,Poor,Europe
EMP00700,45,Non-binary,Software Engineer,IT,15,Onsite,46,8,3,Medium,Depression,Yes,No Change,3,Satisfied,5,,Good,North America
EMP00701,41,Female,Software Engineer,Manufacturing,15,Hybrid,22,7,4,High,Anxiety,No,Increase,5,Satisfied,4,Weekly,Poor,Oceania
EMP00702,25,Non-binary,Designer,IT,2,Hybrid,48,2,5,High,Burnout,No,Decrease,5,Neutral,2,Daily,Poor,South America
EMP00703,49,Male,Project Manager,Consulting,28,Hybrid,35,14,5,Low,Depression,Yes,Increase,2,Unsatisfied,4,Daily,Average,Asia
EMP00704,25,Non-binary,Designer,Retail,4,Hybrid,39,1,5,Medium,Anxiety,No,Increase,3,Satisfied,4,Weekly,Good,North America
EMP00705,35,Prefer not to say,Software Engineer,Retail,21,Hybrid,40,3,3,Low,Anxiety,Yes,Decrease,5,Neutral,1,,Good,Asia
EMP00706,50,Prefer not to say,HR,Healthcare,34,Onsite,52,3,2,High,Depression,Yes,Decrease,1,Unsatisfied,3,Weekly,Poor,South America
EMP00707,27,Prefer not to say,HR,Retail,15,Onsite,40,0,1,Low,Burnout,Yes,Decrease,3,Neutral,1,Weekly,Poor,South America
EMP00708,26,Prefer not to say,Sales,Finance,27,Hybrid,33,12,4,High,Burnout,Yes,No Change,4,Satisfied,2,,Average,Asia
EMP00709,57,Prefer not to say,Marketing,Retail,31,Remote,24,12,4,Low,Depression,No,Increase,1,Unsatisfied,1,,Poor,South America
EMP00710,54,Male,Software Engineer,Education,4,Remote,27,1,5,Low,Depression,No,Decrease,1,Satisfied,2,Weekly,Good,Europe
EMP00711,55,Non-binary,Data Scientist,Healthcare,18,Hybrid,58,15,3,Medium,Anxiety,No,Decrease,4,Unsatisfied,4,,Poor,South America
EMP00712,31,Female,Sales,Consulting,6,Onsite,26,0,1,Low,Depression,Yes,No Change,1,Satisfied,2,,Average,Europe
EMP00713,32,Male,Project Manager,Education,31,Remote,27,5,3,Low,,No,Decrease,2,Satisfied,2,Daily,Average,Africa
EMP00714,45,Prefer not to say,Marketing,Consulting,25,Hybrid,60,12,3,Medium,,No,No Change,4,Satisfied,5,Weekly,Good,Africa
EMP00715,31,Female,Designer,Manufacturing,27,Onsite,24,14,5,Low,,Yes,No Change,1,Unsatisfied,5,Daily,Poor,North America
EMP00716,47,Female,Software Engineer,Manufacturing,15,Onsite,26,5,4,Medium,Anxiety,No,No Change,4,Neutral,4,Weekly,Average,Oceania
EMP00717,46,Non-binary,Sales,Education,11,Remote,52,14,2,High,Depression,No,Decrease,4,Satisfied,5,,Average,Africa
EMP00718,52,Male,HR,Consulting,24,Onsite,54,13,4,Low,Burnout,Yes,Decrease,3,Satisfied,5,Weekly,Good,North America
EMP00719,27,Male,Project Manager,Finance,3,Remote,47,4,4,Medium,Depression,No,Increase,2,Unsatisfied,1,,Good,Africa
EMP00720,41,Male,Sales,Finance,18,Hybrid,59,7,2,High,Depression,No,Increase,5,Neutral,2,,Good,North America
EMP00721,29,Male,Data Scientist,Consulting,10,Onsite,27,12,5,Low,Anxiety,Yes,No Change,2,Satisfied,3,Daily,Good,South America
EMP00722,27,Male,Marketing,Manufacturing,14,Onsite,40,9,1,Low,Depression,No,Increase,1,Satisfied,4,,Poor,North America
EMP00723,44,Female,HR,Manufacturing,16,Onsite,48,8,5,Low,Depression,Yes,Increase,4,Unsatisfied,5,Daily,Average,South America
EMP00724,26,Non-binary,Sales,Finance,9,Onsite,27,4,1,High,Anxiety,No,No Change,1,Neutral,3,Weekly,Poor,South America
EMP00725,32,Female,Software Engineer,Consulting,10,Onsite,23,7,1,Medium,,No,Decrease,2,Neutral,3,Weekly,Poor,Africa
EMP00726,60,Female,Designer,IT,13,Onsite,47,9,5,High,Burnout,No,No Change,1,Unsatisfied,2,Weekly,Average,Oceania
EMP00727,42,Non-binary,Data Scientist,Manufacturing,35,Onsite,58,0,2,High,Anxiety,Yes,No Change,1,Neutral,4,,Poor,Africa
EMP00728,53,Female,Data Scientist,Manufacturing,19,Onsite,41,14,4,Low,,Yes,Increase,2,Unsatisfied,5,,Good,North America
EMP00729,42,Female,Sales,Healthcare,11,Remote,56,1,4,High,Burnout,No,No Change,5,Satisfied,3,Daily,Poor,Europe
EMP00730,60,Male,Marketing,Manufacturing,18,Remote,38,13,5,High,Depression,No,Decrease,3,Unsatisfied,5,,Poor,Africa
EMP00731,25,Female,Sales,Education,23,Onsite,53,5,4,High,Burnout,No,No Change,2,Unsatisfied,4,Daily,Average,Africa
EMP00732,40,Prefer not to say,Software Engineer,Retail,27,Onsite,48,8,4,Medium,,Yes,Decrease,1,Satisfied,4,Daily,Poor,North America
EMP00733,42,Female,Designer,Education,8,Remote,44,3,5,High,,Yes,Increase,5,Neutral,1,Daily,Good,North America
EMP00734,37,Non-binary,HR,Finance,29,Remote,43,7,4,Low,,Yes,Increase,5,Neutral,5,,Average,South America
EMP00735,28,Non-binary,Project Manager,Finance,15,Hybrid,51,6,2,Medium,Anxiety,Yes,No Change,3,Neutral,5,Weekly,Average,South America
EMP00736,35,Prefer not to say,Data Scientist,Retail,32,Remote,35,4,2,High,Depression,Yes,Decrease,1,Satisfied,4,,Poor,Africa
EMP00737,22,Female,HR,Education,22,Hybrid,28,15,4,High,Anxiety,No,Increase,4,Neutral,1,Weekly,Poor,North America
EMP00738,47,Female,Marketing,Healthcare,6,Hybrid,38,11,5,Medium,Burnout,Yes,Increase,3,Unsatisfied,5,,Good,Europe
EMP00739,57,Male,Software Engineer,IT,26,Remote,20,11,4,Low,Anxiety,No,Increase,2,Unsatisfied,1,Weekly,Poor,Europe
EMP00740,39,Prefer not to say,Sales,Education,11,Onsite,26,14,3,Low,Depression,No,Decrease,3,Satisfied,5,Weekly,Average,Africa
EMP00741,24,Non-binary,Marketing,IT,27,Onsite,23,11,5,Low,,Yes,Decrease,5,Neutral,3,Daily,Average,Europe
EMP00742,40,Prefer not to say,Marketing,Healthcare,20,Hybrid,59,9,1,Low,Depression,No,Decrease,1,Unsatisfied,5,Weekly,Poor,Europe
EMP00743,31,Female,Designer,IT,21,Hybrid,60,6,4,High,Anxiety,Yes,No Change,3,Unsatisfied,3,,Good,Africa
EMP00744,60,Prefer not to say,HR,Retail,15,Onsite,29,10,5,Medium,,No,Decrease,2,Unsatisfied,4,Weekly,Good,Africa
EMP00745,55,Prefer not to say,Sales,Manufacturing,25,Hybrid,58,7,1,Medium,,Yes,Decrease,1,Satisfied,5,Daily,Poor,Oceania
EMP00746,51,Non-binary,Sales,Consulting,32,Onsite,22,8,4,Low,Depression,Yes,Decrease,1,Neutral,5,Weekly,Average,Oceania
EMP00747,24,Non-binary,Sales,Retail,35,Hybrid,25,1,4,High,,Yes,Increase,1,Unsatisfied,2,Weekly,Average,South America
EMP00748,56,Non-binary,Marketing,Healthcare,26,Hybrid,45,6,1,High,Burnout,No,No Change,5,Satisfied,2,Weekly,Average,Africa
EMP00749,43,Female,Designer,Manufacturing,29,Remote,44,4,1,Low,Depression,No,No Change,5,Neutral,1,,Average,Asia
EMP00750,35,Male,Data Scientist,Manufacturing,1,Hybrid,23,7,2,Low,,No,No Change,2,Unsatisfied,4,Daily,Good,South America
EMP00751,57,Prefer not to say,Project Manager,Education,20,Onsite,22,14,5,Low,,No,Decrease,5,Satisfied,1,Weekly,Good,Europe
EMP00752,35,Female,HR,IT,17,Onsite,60,10,2,Low,Depression,No,Decrease,3,Satisfied,5,,Poor,Asia
EMP00753,30,Prefer not to say,Project Manager,Consulting,20,Hybrid,55,6,1,Medium,Burnout,No,Decrease,3,Neutral,2,Daily,Average,South America
EMP00754,35,Male,HR,Retail,10,Remote,36,2,4,Low,Depression,No,Increase,5,Satisfied,5,,Good,Oceania
EMP00755,37,Male,Software Engineer,IT,6,Hybrid,39,12,3,Medium,Depression,Yes,No Change,2,Neutral,2,Daily,Good,Africa
EMP00756,36,Non-binary,Marketing,Consulting,2,Onsite,43,13,4,Medium,Depression,Yes,Decrease,5,Neutral,1,,Good,North America
EMP00757,41,Male,Software Engineer,Retail,21,Remote,20,10,1,High,,Yes,No Change,1,Satisfied,2,Daily,Poor,Europe
EMP00758,44,Prefer not to say,Software Engineer,Manufacturing,20,Onsite,28,10,4,Low,Depression,Yes,Increase,2,Unsatisfied,2,Daily,Good,Oceania
EMP00759,53,Non-binary,Designer,Manufacturing,30,Onsite,36,9,5,High,Anxiety,No,Increase,1,Neutral,1,Weekly,Average,North America
EMP00760,36,Non-binary,Sales,Finance,8,Onsite,54,10,3,Medium,,Yes,Increase,5,Satisfied,5,Weekly,Good,South America
EMP00761,29,Male,Designer,IT,35,Hybrid,54,3,5,High,Burnout,No,Increase,1,Satisfied,4,Daily,Average,South America
EMP00762,35,Prefer not to say,Designer,Education,32,Remote,59,2,3,High,Depression,No,Increase,2,Neutral,1,,Good,Europe
EMP00763,45,Prefer not to say,Data Scientist,Manufacturing,16,Hybrid,38,10,5,High,,Yes,Decrease,4,Unsatisfied,5,Daily,Good,Asia
EMP00764,58,Male,Software Engineer,Education,13,Hybrid,47,14,5,Medium,,Yes,Increase,4,Unsatisfied,2,Weekly,Good,Oceania
EMP00765,51,Male,Designer,Retail,17,Hybrid,35,11,2,Medium,Burnout,Yes,Decrease,5,Satisfied,4,,Good,Europe
EMP00766,36,Non-binary,Data Scientist,Healthcare,27,Remote,29,7,5,Low,Burnout,Yes,Decrease,4,Neutral,1,,Average,Europe
EMP00767,50,Prefer not to say,Project Manager,Retail,33,Onsite,43,12,1,Low,,Yes,Decrease,1,Neutral,2,,Average,Oceania
EMP00768,56,Non-binary,Designer,Manufacturing,3,Hybrid,44,13,4,High,,No,No Change,3,Neutral,3,,Good,North America
EMP00769,39,Female,Software Engineer,IT,10,Hybrid,29,6,2,High,Depression,No,Decrease,2,Satisfied,5,Weekly,Good,North America
EMP00770,56,Female,Designer,Retail,31,Onsite,50,10,4,Low,Anxiety,Yes,No Change,1,Satisfied,1,Weekly,Average,South America
EMP00771,46,Female,Project Manager,IT,29,Onsite,58,5,1,High,Anxiety,Yes,Increase,1,Neutral,3,Weekly,Good,Asia
EMP00772,59,Male,HR,IT,6,Onsite,33,3,3,Medium,Burnout,No,Increase,1,Satisfied,1,Daily,Average,Africa
EMP00773,55,Prefer not to say,Marketing,Finance,33,Remote,54,2,1,High,Anxiety,No,Increase,2,Unsatisfied,5,Daily,Average,North America
EMP00774,49,Male,Software Engineer,Education,27,Onsite,41,5,2,Medium,Anxiety,Yes,Decrease,4,Neutral,1,Weekly,Poor,Africa
EMP00775,39,Prefer not to say,Designer,Manufacturing,27,Remote,55,11,3,High,Depression,Yes,Increase,1,Unsatisfied,4,Daily,Poor,Asia
EMP00776,50,Male,Marketing,Healthcare,25,Hybrid,28,2,4,High,Depression,Yes,No Change,1,Satisfied,4,,Poor,North America
EMP00777,56,Male,HR,Consulting,29,Onsite,40,2,3,Low,Burnout,No,No Change,4,Satisfied,1,Weekly,Good,North America
